no	file_name	memos			GPS
1	2019-05-01_09-05-14_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.56 E-139-34-49.82
2	2019-05-01_10-55-10_000.jpg	:m 食べた物			N-35-35-28.4 E-139-34-48.89
3	2019-05-01_15-47-05_000.jpg	:m music / log / kb / XXX			N-35-35-28.64 E-139-34-49.82
4	2019-05-01_15-47-30_000.jpg	:m music / log / kb / XXX			N-35-35-28.81 E-139-34-49.71
5	2019-05-01_20-16-33_000.jpg	:m 食べた物			N-35-35-28.53 E-139-34-49.43
6	2019-05-01_23-11-51_000.jpg				N-35-35-28.26 E-139-34-49.54
7	2019-05-01_23-12-10_000.jpg				N-35-35-28.56 E-139-34-49.38
8	2019-05-01_23-12-28_000.jpg				N-35-35-28.57 E-139-34-49.38
9	2019-05-01_23-13-00_000.jpg				N-35-35-28.53 E-139-34-49.49
10	2019-05-01_23-13-14_000.jpg				N-35-35-28.6 E-139-34-49.43
11	2019-05-01_23-13-20_000.jpg				N-35-35-28.61 E-139-34-49.43
12	2019-05-02_02-40-36_000.jpg				N-35-35-28.52 E-139-34-49.87
13	2019-05-02_08-06-15_000.jpg				N-35-35-28.67 E-139-34-49.22
14	2019-05-02_09-06-15_000.jpg	:m music / log / kb / XXX			N-35-35-28.44 E-139-34-49.82
15	2019-05-02_09-06-42_000.jpg	:m XXX			N-35-35-28.38 E-139-34-49.43
16	2019-05-02_09-06-55_000.jpg	:m XXX			N-35-35-28.59 E-139-34-49.6
17	2019-05-02_09-07-40_000.jpg	:m art / dessin / D-17 8# / des.XXX			N-35-35-28.66 E-139-34-49.49
18	2019-05-02_09-08-21_000.jpg	:m X-X*X RES / 245 / 『不完全性定理』　ゲーデル　林晋、八杉満利子 / p.XX			N-35-35-28.67 E-139-34-49.32
19	2019-05-02_09-22-43_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.77 E-139-34-50.37
