no	file_name	memos	GPS
1	2019-03-04_09-41-25_000.jpg		N-35-35-28.55 E-139-34-49.38
2	2019-03-04_09-42-04_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX	N-35-35-28.63 E-139-34-49.27
3	2019-03-04_09-44-24_000.jpg		N-35-35-28.75 E-139-34-49.22
4	2019-03-04_09-44-59_000.jpg		N-35-35-28.7 E-139-34-49.49
5	2019-03-04_11-34-06_000.jpg	:m 食べた物	N-35-35-28.34 E-139-34-49.54
6	2019-03-04_12-12-58_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.3 E-139-34-49.49
7	2019-03-04_12-15-42_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.61 E-139-34-49.43
8	2019-03-04_12-19-26_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.5 E-139-34-49.49
9	2019-03-04_12-22-03_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.55 E-139-34-49.43
10	2019-03-04_12-24-16_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.42 E-139-34-49.49
11	2019-03-04_12-35-28_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.86 E-139-34-49.65
12	2019-03-04_12-39-25_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.61 E-139-34-49.49
13	2019-03-04_13-46-45_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX	N-35-35-28.38 E-139-34-49.49
14	2019-03-04_13-47-02_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX	N-35-35-28.49 E-139-34-49.27
15	2019-03-04_14-16-10_000.png	:m 読みたい本 / 『』 / 著者=XXX
16	2019-03-04_14-47-50_000.png	:m 読みたい本 / 『』 / 著者=XXX
17	2019-03-04_15-08-13_000.jpg	:bookmemo / 読んだ本 / 『』 / 著者=XXX	N-35-35-28.83 E-139-34-49.43
18	2019-03-04_15-13-59_000.png	:m 読みたい本 / 『』 / 著者=XXX
19	2019-03-04_15-55-54_000.png	:m 読みたい本 / 『』 / 著者=XXX
20	2019-03-04_18-52-10_000.jpg	:m music / log / kb / 	N-35-35-28.82 E-139-34-49.32
21	2019-03-04_18-52-35_000.jpg	:m music / log / kb / 	N-35-35-28.96 E-139-34-49.27
22	2019-03-04_20-11-13_000.jpg	:m 食べた物	N-35-35-28.49 E-139-34-49.38
23	2019-03-04_20-43-02_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.66 E-139-34-49.49
24	2019-03-04_20-48-00_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.4 E-139-34-49.49
25	2019-03-04_20-50-33_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.7 E-139-34-49.43
26	2019-03-04_20-57-03_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.7 E-139-34-49.43
27	2019-03-04_20-58-40_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.7 E-139-34-49.43
28	2019-03-04_23-25-56_000.jpg		N-35-35-28.44 E-139-34-49.82
29	2019-03-04_23-26-07_000.jpg		N-35-35-28.77 E-139-34-49.6
30	2019-03-04_23-26-17_000.jpg		N-35-35-28.82 E-139-34-49.43
31	2019-03-04_23-26-29_000.jpg		N-35-35-28.78 E-139-34-49.27
32	2019-03-05_01-23-46_000.jpg		N-35-35-28.41 E-139-34-49.71
33	2019-03-05_11-03-57_000.jpg		N-35-35-28.66 E-139-34-49.27
