no	file_name	memos			GPS
1	2019-05-05_08-56-14_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.53 E-139-34-49.49
2	2019-05-05_09-18-26_000.jpg				N-35-35-28.49 E-139-34-49.82
3	2019-05-05_11-19-45_000.jpg	:m 食べた物			N-35-35-28.72 E-139-34-49.49
4	2019-05-05_16-52-34_000.jpg				N-35-35-28.67 E-139-34-49.43
5	2019-05-05_20-47-19_000.jpg	:m 食べた物			N-35-35-28.53 E-139-34-49.43
6	2019-05-06_03-02-57_000.jpg				N-35-35-28.55 E-139-34-49.54
7	2019-05-06_07-04-00_000.jpg	UNKNOWN			N-35-35-28.48 E-139-34-49.49
8	2019-05-06_07-48-56_000.jpg	:m XXX			N-35-35-28.52 E-139-34-49.54
9	2019-05-06_07-49-06_000.jpg	:m XXX			N-35-35-28.72 E-139-34-49.16
10	2019-05-06_07-49-17_000.jpg	:m XXX			N-35-35-28.9 E-139-34-49.32
11	2019-05-06_07-49-40_000.jpg	:m art / dessin / D-17 8# / des.XXX			N-35-35-28.78 E-139-34-49.43
