no	file_name	memos	GPS
1	2018-11-02_06-35-15_000.jpg	:m 食べた物　間食 / 砂糖菓子or乾物菓子	N-35-35-28.42 E-139-34-49.76
2	2018-11-02_09-01-33_000.jpg	:m XXX	N-35-35-28.68 E-139-34-49.54
3	2018-11-02_09-02-00_000.jpg	:m XXX	N-35-35-28.52 E-139-34-49.6
4	2018-11-02_09-19-41_000.jpg	:m 食べた物	N-35-35-28.13 E-139-34-49.43
5	2018-11-02_12-23-29_000.jpg	:m XXX	N-35-35-28.22 E-139-34-49.6
6	2018-11-02_13-57-31_000.jpg	:m XXX	N-35-35-28.38 E-139-34-49.16
7	2018-11-02_14-10-45_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.18 E-139-34-49.6
8	2018-11-02_16-56-07_000.jpg	:bookmemo / 読んだ本 / 『』 / 著者=XXX	N-35-35-28.71 E-139-34-49.49
9	2018-11-02_17-02-57_000.png	:m 読みたい本 / 『』 / 著者=XXX
10	2018-11-02_17-54-51_000.jpg	:bookmemo / 読んだ本 / 『』 / 著者=XXX	N-35-35-28.16 E-139-34-49.49
11	2018-11-02_18-01-51_000.jpg	:m 食べた物	N-35-35-28.61 E-139-34-49.43
12	2018-11-02_20-21-57_000.jpg	:m 食べた物	N-35-35-28.9 E-139-34-49.98
13	2018-11-02_22-06-42_000.jpg		N-35-35-28.19 E-139-34-49.6
14	2018-11-02_23-23-23_000.jpg		N-35-35-28.31 E-139-34-49.93
15	2018-11-02_23-28-16_000.png	
16	2018-11-03_05-16-34_000.png	:m 読みたい本 / 『』 / 著者=XXX
17	2018-11-03_05-16-34_001.png	:m 読みたい本 / 『』 / 著者=XXX
18	2018-11-03_05-16-34_002.png	:m 読みたい本 / 『』 / 著者=XXX
19	2018-11-03_08-16-40_000.jpg	UNKNOWN	N-35-35-28.07 E-139-34-49.65
