no	file_name	memos	GPS
1	2018-11-24_08-44-11_000.jpg	:m XXX	N-35-35-28.38 E-139-34-49.22
2	2018-11-24_08-44-36_000.jpg	:m XXX	N-35-35-28.38 E-139-34-49.32
3	2018-11-24_08-44-58_000.jpg	:m XXX	N-35-35-28.31 E-139-34-49.22
4	2018-11-24_09-14-13_000.jpg	:m 食べた物	N-35-35-28.27 E-139-34-49.54
5	2018-11-24_14-18-59_000.jpg	:m XXX	N-35-35-29.04 E-139-34-49.38
6	2018-11-24_14-19-18_000.jpg	:m XXX	N-35-35-28.46 E-139-34-49.22
7	2018-11-24_14-44-44_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.67 E-139-34-49.6
8	2018-11-24_16-11-38_000.jpg	:bookmemo / 読んだ本 / 『』 / 著者=XXX	N-35-35-28.53 E-139-34-49.54
9	2018-11-24_18-26-12_000.jpg	:m music / log / XXX / 	N-35-35-28.52 E-139-34-49.49
10	2018-11-24_20-10-26_000.jpg	:m 食べた物	N-35-35-28.68 E-139-34-49.38
11	2018-11-24_22-55-16_000.jpg		N-35-35-28.26 E-139-34-49.22
12	2018-11-25_00-57-23_000.jpg		N-35-35-28.4 E-139-34-49.49
13	2018-11-25_04-55-14_000.png	
14	2018-11-25_09-24-39_000.jpg		N-35-35-28.16 E-139-34-49.43
15	2018-11-25_09-24-54_000.jpg	:m XXX	N-35-35-28.68 E-139-34-49.38
16	2018-11-25_09-41-38_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.26 E-139-34-49.43
