no	file_name	memos			GPS
1	2019-03-25_07-56-26_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.41 E-139-34-49.38
2	2019-03-25_11-22-01_000.jpg	:m 食べた物			N-35-35-27.34 E-139-34-49.0
3	2019-03-25_14-27-19_000.jpg				N-35-35-28.81 E-139-34-49.43
4	2019-03-25_14-27-44_000.jpg	:m music / log / kb / 			N-35-35-28.83 E-139-34-49.6
5	2019-03-25_15-08-00_000.jpg	:m XXX			N-35-35-28.59 E-139-34-49.27
6	2019-03-25_15-59-03_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX			N-35-35-28.48 E-139-34-49.11
7	2019-03-25_18-44-30_000.jpg	:bookmemo / 読んだ本 / 『』 / 著者=XXX			N-35-35-28.79 E-139-34-49.65
8	2019-03-25_18-44-47_000.jpg	:bookmemo / 読んだ本 / 『』 / 著者=XXX			N-35-35-28.68 E-139-34-49.38
9	2019-03-25_20-10-54_000.jpg	:m 食べた物			N-35-35-24.8 E-139-34-48.45
10	2019-03-25_20-59-27_000.jpg	:m XXX			N-35-35-28.63 E-139-34-49.93
11	2019-03-25_21-00-01_000.jpg	:diary / diary / 20190314 / (K*C*P*R*)			N-35-35-28.5 E-139-34-49.6
12	2019-03-25_23-12-38_000.jpg				N-35-35-28.45 E-139-34-49.49
13	2019-03-25_23-12-49_000.jpg				N-35-35-28.67 E-139-34-49.54
14	2019-03-25_23-13-20_000.jpg	'-*			N-35-35-28.68 E-139-34-49.32
15	2019-03-25_23-13-33_000.jpg	:m 食べた物			N-35-35-28.55 E-139-34-49.49
16	2019-03-25_23-13-44_000.jpg				N-35-35-28.74 E-139-34-49.43
17	2019-03-25_23-14-07_000.jpg				N-35-35-28.7 E-139-34-49.54
18	2019-03-25_23-14-45_000.jpg				N-35-35-28.63 E-139-34-49.38
19	2019-03-25_23-15-37_000.jpg				N-35-35-28.68 E-139-34-49.65
20	2019-03-25_23-16-32_000.jpg				N-35-35-28.68 E-139-34-49.76
21	2019-03-25_23-17-09_000.jpg				N-35-35-28.71 E-139-34-49.54
22	2019-03-25_23-20-10_000.jpg				N-35-35-28.93 E-139-34-49.65
23	2019-03-25_23-20-23_000.jpg				N-35-35-28.57 E-139-34-49.65
24	2019-03-26_08-12-41_000.jpg				N-35-35-28.82 E-139-34-49.71
25	2019-03-26_08-14-59_000.jpg				N-35-35-28.53 E-139-34-49.05
26	2019-03-26_08-16-45_000.jpg				N-35-35-28.45 E-139-34-49.54
27	2019-03-26_08-18-12_000.jpg				N-35-35-28.45 E-139-34-49.54
28	2019-03-26_08-23-11_000.jpg				N-35-35-28.5 E-139-34-49.6
29	2019-03-26_08-37-23_000.jpg				N-35-35-28.72 E-139-34-49.11
30	2019-03-26_08-37-34_000.jpg				N-35-35-28.63 E-139-34-49.32
31	2019-03-26_08-37-51_000.jpg				N-35-35-28.74 E-139-34-49.54
32	2019-03-26_08-38-02_000.jpg				N-35-35-28.74 E-139-34-49.54
33	2019-03-26_08-39-40_000.jpg	UNKNOWN			N-35-35-28.74 E-139-34-49.54
34	2019-03-26_08-39-50_000.jpg				N-35-35-28.74 E-139-34-49.54
35	2019-03-26_08-40-06_000.jpg				N-35-35-28.74 E-139-34-49.54
