no	file_name	memos			GPS
1	2019-05-08_12-48-01_000.jpg	:m 食べた物			N-35-35-28.49 E-139-34-49.76
2	2019-05-08_18-37-47_000.jpg	:m music / log / kb / s.1:XXX s.2:XXX s.3:XXX			N-35-35-28.71 E-139-34-49.76
3	2019-05-08_18-38-24_000.jpg	:m music / log / kb / s.1:XXX s.2:XXX s.3:XXX			N-35-35-28.61 E-139-34-49.32
4	2019-05-08_18-43-29_000.jpg	:m music / log / kb / s.1:XXX s.2:XXX s.3:XXX			N-35-35-28.61 E-139-34-49.32
5	2019-05-08_20-26-04_000.jpg	:m 食べた物			N-35-35-28.13 E-139-34-48.94
6	2019-05-09_01-28-20_000.jpg				N-35-35-28.53 E-139-34-49.49
7	2019-05-09_05-39-25_000.png	
8	2019-05-09_05-57-38_000.jpg	:m XXX			N-35-35-28.59 E-139-34-49.65
9	2019-05-09_05-58-14_000.jpg	:m XXX			N-35-35-28.9 E-139-34-49.6
10	2019-05-09_06-01-02_000.jpg				N-35-35-28.44 E-139-34-49.6
