no	file_name	memos			GPS
1	2019-05-10_09-25-19_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.5 E-139-34-49.87
2	2019-05-10_10-40-53_000.jpg	:m 食べた物			N-35-35-28.53 E-139-34-49.87
3	2019-05-10_13-45-34_000.jpg				N-35-35-28.48 E-139-34-49.65
4	2019-05-10_13-45-38_000.jpg				N-35-35-28.48 E-139-34-49.65
5	2019-05-10_13-45-41_000.jpg				N-35-35-29.44 E-139-34-49.05
6	2019-05-10_13-45-45_000.jpg				N-35-35-29.16 E-139-34-48.89
7	2019-05-10_13-45-48_000.jpg				N-35-35-29.34 E-139-34-49.0
8	2019-05-10_13-46-06_000.jpg				N-35-35-29.1 E-139-34-49.32
9	2019-05-10_13-46-10_000.jpg				N-35-35-29.32 E-139-34-49.27
10	2019-05-10_14-29-00_000.jpg				N-35-35-28.67 E-139-34-49.71
11	2019-05-10_14-29-12_000.jpg				N-35-35-28.78 E-139-34-49.27
12	2019-05-10_15-42-33_000.jpg				N-35-35-28.6 E-139-34-49.71
13	2019-05-10_15-42-40_000.jpg				N-35-35-28.59 E-139-34-49.6
14	2019-05-10_15-42-50_000.jpg				N-35-35-28.56 E-139-34-49.49
15	2019-05-10_15-43-18_000.jpg				N-35-35-28.63 E-139-34-49.32
16	2019-05-10_15-45-02_000.jpg	:m music / log / kb / s.1:XXX s.2:XXX s.3:XXX			N-35-35-28.63 E-139-34-49.32
17	2019-05-10_15-48-21_000.jpg				N-35-35-28.63 E-139-34-49.32
18	2019-05-10_15-49-07_000.jpg				N-35-35-28.56 E-139-34-50.04
19	2019-05-10_17-48-06_000.jpg	:bookmemo / 読んだ本 / 『XXX』 / 著者=XXX			N-35-35-28.48 E-139-34-49.6
20	2019-05-10_18-51-05_000.jpg	:m music / log / kb / s.1:XXX s.2:XXX s.3:XXX			N-35-35-28.52 E-139-34-49.38
21	2019-05-10_18-51-31_000.jpg	:m music / log / kb / s.1:XXX s.2:XXX s.3:XXX			N-35-35-28.59 E-139-34-49.38
22	2019-05-10_20-26-46_000.jpg	:m 食べた物			N-35-35-28.44 E-139-34-49.43
23	2019-05-10_22-32-30_000.png	
24	2019-05-11_04-06-42_000.jpg				N-35-35-28.5 E-139-34-49.76
25	2019-05-11_04-48-32_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.6 E-139-34-49.43
26	2019-05-11_05-22-58_000.jpg				N-35-35-28.6 E-139-34-50.04
27	2019-05-11_07-14-18_000.jpg				N-35-43-49.11 E-139-34-39.16
28	2019-05-11_07-14-25_000.jpg				N-35-43-49.52 E-139-34-39.16
29	2019-05-11_07-14-42_000.jpg				N-35-43-49.56 E-139-34-39.0
30	2019-05-11_07-14-47_000.jpg				N-35-43-49.65 E-139-34-38.89
31	2019-05-11_17-33-07_000.jpg				N-35-35-28.23 E-139-34-49.38
32	2019-05-11_18-55-52_000.jpg	:bookmemo / 読んだ本 / 『XXX』 / 著者=XXX			N-35-35-28.66 E-139-34-49.38
33	2019-05-12_02-33-30_000.jpg				N-35-35-28.52 E-139-34-49.49
34	2019-05-12_08-58-12_000.jpg				N-35-35-28.34 E-139-34-49.49
