no	file_name	memos	GPS
1	2018-12-05_10-54-41_000.jpg	UNKNOWN	N-35-35-28.04 E-139-34-48.5
2	2018-12-05_12-58-02_000.jpg	:m XXX	N-35-35-28.7 E-139-34-49.38
3	2018-12-05_12-58-36_000.jpg	:m XXX	N-35-35-28.7 E-139-34-49.38
4	2018-12-05_12-58-58_000.jpg	:m XXX	N-35-35-28.7 E-139-34-49.38
5	2018-12-05_12-59-13_000.jpg	:m XXX	N-35-35-28.7 E-139-34-49.38
6	2018-12-05_14-37-02_000.jpg	:m music / log / XXX / 	N-35-35-28.48 E-139-34-49.05
7	2018-12-05_14-50-24_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.55 E-139-34-49.32
8	2018-12-05_14-50-51_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.68 E-139-34-49.38
9	2018-12-05_17-25-30_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.56 E-139-34-49.54
10	2018-12-05_20-12-46_000.jpg	:m 食べた物	N-35-35-28.45 E-139-34-49.43
11	2018-12-05_22-38-58_000.jpg		N-35-35-28.6 E-139-34-49.27
12	2018-12-05_23-24-48_000.png	
13	2018-12-06_05-20-01_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.44 E-139-34-49.43
