no	file_name	memos			GPS
1	2019-04-15_08-05-06_000.jpg	:m 食べた物			N-35-35-28.55 E-139-34-49.71
2	2019-04-15_14-23-54_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.48 E-139-34-49.43
3	2019-04-15_17-34-59_000.jpg	:bookmemo / 読んだ本 / 『』 / 著者=XXX			N-35-35-28.53 E-139-34-49.43
4	2019-04-15_20-23-27_000.jpg	:m 食べた物			N-35-35-28.41 E-139-34-49.38
5	2019-04-15_22-50-59_000.jpg				N-35-35-28.48 E-139-34-49.43
6	2019-04-15_22-51-23_000.jpg				N-35-35-28.48 E-139-34-49.43
7	2019-04-15_22-51-38_000.jpg				N-35-35-28.34 E-139-34-49.54
8	2019-04-15_22-51-49_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX			N-35-35-28.78 E-139-34-49.6
9	2019-04-16_05-37-11_000.jpg				N-35-35-28.44 E-139-34-48.83
10	2019-04-16_06-02-00_000.png	:m 読みたい本 / 『』 / 著者=XXX
11	2019-04-16_08-06-53_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.41 E-139-34-49.49
12	2019-04-16_08-35-54_000.jpg	:m XXX			N-35-35-28.46 E-139-34-49.76
13	2019-04-16_08-36-45_000.jpg				N-35-35-28.81 E-139-34-49.49
14	2019-04-16_08-36-55_000.jpg	:m XXX			N-35-35-28.52 E-139-34-49.49
15	2019-04-16_08-37-04_000.jpg	:m XXX			N-35-35-28.63 E-139-34-49.6
16	2019-04-16_08-37-15_000.jpg	:m XXX			N-35-35-28.63 E-139-34-49.49
17	2019-04-16_08-38-36_000.jpg	:m art / dessin / D-17 8# / des.XXX			N-35-35-28.66 E-139-34-49.11
