no	file_name	memos	GPS
1	2019-01-03_10-02-07_000.jpg	:m 食べた物	N-35-35-28.33 E-139-34-49.6
2	2019-01-03_10-03-56_000.png	:m 読みたい本 / 『』 / 著者=XXX
3	2019-01-03_11-28-50_000.jpg	:diary / diary / 20181206 / (K*C*P*R*)	N-35-35-28.59 E-139-34-49.38
4	2019-01-03_12-34-45_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX	N-35-35-28.63 E-139-34-49.82
5	2019-01-03_12-34-59_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX	N-35-35-28.57 E-139-34-49.27
6	2019-01-03_14-31-51_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.4 E-139-34-49.6
7	2019-01-03_15-08-25_000.jpg	:bookmemo / 読んだ本 / 『』 / 著者=XXX	N-35-35-28.5 E-139-34-49.38
8	2019-01-03_16-56-15_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX	N-35-35-28.46 E-139-34-50.26
9	2019-01-03_17-18-11_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.34 E-139-34-49.49
10	2019-01-03_18-40-34_000.jpg	:m music / log / kb / 	N-35-35-28.89 E-139-34-49.38
11	2019-01-03_20-01-46_000.jpg	:m 食べた物	N-35-35-28.42 E-139-34-49.43
12	2019-01-03_22-59-12_000.jpg		N-35-35-28.81 E-139-34-49.6
13	2019-01-04_06-26-40_000.jpg		N-35-35-28.74 E-139-34-49.16
14	2019-01-04_06-50-48_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.35 E-139-34-49.65
15	2019-01-04_06-51-32_000.jpg	:m XXX	N-35-35-28.6 E-139-34-49.54
16	2019-01-04_06-52-58_000.jpg	:diary / diary / 20181206 / (K*C*P*R*)	N-35-35-28.83 E-139-34-49.43
17	2019-01-04_06-53-28_000.jpg	:m XXX	N-35-35-28.79 E-139-34-49.32
18	2019-01-04_06-53-40_000.jpg	:m XXX	N-35-35-28.79 E-139-34-49.32
