no	file_name	memos			GPS
1	2019-05-27_09-13-50_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.74 E-139-34-48.94
2	2019-05-27_11-11-39_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.46 E-139-34-49.76
3	2019-05-27_13-26-07_000.jpg	:m 食べた物			N-35-35-28.61 E-139-34-49.32
4	2019-05-27_19-52-06_000.jpg				N-35-35-28.59 E-139-34-49.49
5	2019-05-27_20-19-25_000.jpg	:m 食べた物			N-35-35-28.41 E-139-34-49.49
6	2019-05-27_23-25-22_000.jpg	:m 記録 / お酒			N-35-35-28.31 E-139-34-49.32
7	2019-05-27_23-38-04_000.jpg	:m 記録 / お酒			N-35-35-28.63 E-139-34-49.71
8	2019-05-28_01-38-20_000.png	
9	2019-05-28_07-15-38_000.jpg				N-35-35-28.29 E-139-34-49.49
10	2019-05-28_07-42-44_000.jpg	:m XXX			N-35-35-28.56 E-139-34-49.49
11	2019-05-28_07-43-39_000.jpg	:m XXX			N-35-35-28.64 E-139-34-49.54
12	2019-05-28_07-43-50_000.jpg	:m XXX			N-35-35-28.63 E-139-34-49.49
13	2019-05-28_07-44-05_000.jpg	:m XXX			N-35-35-28.67 E-139-34-49.49
14	2019-05-28_07-44-55_000.jpg	:m XXX			N-35-35-28.81 E-139-34-49.49
15	2019-05-28_07-45-32_000.jpg	:m XXX			N-35-35-28.79 E-139-34-49.38
16	2019-05-28_07-45-51_000.jpg	:m XXX			N-35-35-28.72 E-139-34-49.38
