no	file_name	memos	GPS
1	2019-02-04_09-42-17_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.86 E-139-34-49.22
2	2019-02-04_11-24-00_000.jpg	:m 食べた物	N-35-35-28.41 E-139-34-49.54
3	2019-02-04_16-45-38_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX	N-35-35-28.64 E-139-34-49.32
4	2019-02-04_16-45-57_000.jpg	:m X-X*X RES / 245 / 『相対性理論』　メラー　永田恒夫、伊藤大介、訳 / p.XX	N-35-35-28.85 E-139-34-49.38
5	2019-02-04_16-57-07_000.jpg	:m 食べた物　間食 / ヨーグルト / += 	N-35-35-28.34 E-139-34-49.54
6	2019-02-04_17-11-48_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.46 E-139-34-49.87
7	2019-02-04_18-00-14_000.jpg	:m XXX	N-35-35-28.48 E-139-34-49.32
8	2019-02-04_18-47-44_000.jpg	:m music / log / kb / 	N-35-35-28.48 E-139-34-49.32
9	2019-02-04_20-24-21_000.jpg	:m 食べた物	N-35-35-28.59 E-139-34-49.76
10	2019-02-04_20-57-27_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.48 E-139-34-49.49
11	2019-02-04_21-04-02_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.35 E-139-34-49.54
12	2019-02-04_21-12-06_000.jpg	:m 食べた物　間食 / 砂糖菓子	N-35-35-28.71 E-139-34-49.43
13	2019-02-04_23-02-09_000.jpg		N-35-35-29.03 E-139-34-49.43
14	2019-02-04_23-02-25_000.jpg		N-35-35-28.77 E-139-34-49.54
15	2019-02-04_23-02-41_000.jpg		N-35-35-28.88 E-139-34-49.49
16	2019-02-04_23-02-55_000.jpg		N-35-35-28.6 E-139-34-49.54
17	2019-02-04_23-03-07_000.jpg		N-35-35-28.63 E-139-34-49.54
18	2019-02-04_23-17-43_000.jpg		N-35-35-28.34 E-139-34-49.54
19	2019-02-04_23-18-11_000.jpg		N-35-35-28.64 E-139-34-49.49
20	2019-02-04_23-18-26_000.jpg		N-35-35-28.64 E-139-34-49.49
21	2019-02-04_23-19-20_000.jpg		N-35-35-28.64 E-139-34-49.49
22	2019-02-04_23-22-31_000.jpg		N-35-35-28.63 E-139-34-49.43
23	2019-02-04_23-22-47_000.jpg		N-35-35-28.63 E-139-34-49.43
24	2019-02-05_00-10-05_000.png	
25	2019-02-05_00-17-41_000.jpg		N-35-35-28.08 E-139-34-49.93
26	2019-02-05_00-19-49_000.jpg	:diary / diary / 20190128 / (K*C*P*R*)	N-35-35-28.48 E-139-34-49.43
27	2019-02-05_02-06-17_000.jpg		N-35-35-28.75 E-139-34-49.32
28	2019-02-05_02-10-04_000.jpg		N-35-35-28.61 E-139-34-49.6
29	2019-02-05_02-10-26_000.jpg		N-35-35-28.57 E-139-34-49.54
30	2019-02-05_02-10-43_000.jpg		N-35-35-28.56 E-139-34-49.32
31	2019-02-05_02-10-43_001.jpg		N-35-35-28.56 E-139-34-49.32
32	2019-02-05_02-10-46_000.jpg		N-35-35-28.56 E-139-34-49.32
33	2019-02-05_02-12-05_000.jpg		N-35-35-28.63 E-139-34-49.6
34	2019-02-05_02-13-16_000.jpg		N-35-35-28.64 E-139-34-49.65
35	2019-02-05_02-14-10_000.jpg		N-35-35-28.7 E-139-34-49.43
36	2019-02-05_02-14-34_000.jpg		N-35-35-28.77 E-139-34-49.43
37	2019-02-05_02-14-43_000.jpg		N-35-35-28.74 E-139-34-49.43
38	2019-02-05_02-14-46_000.jpg		N-35-35-28.7 E-139-34-49.38
39	2019-02-05_02-14-46_001.jpg		N-35-35-28.7 E-139-34-49.38
40	2019-02-05_02-14-52_000.jpg		N-35-35-28.6 E-139-34-49.32
41	2019-02-05_02-14-53_000.jpg		N-35-35-28.57 E-139-34-49.38
42	2019-02-05_02-14-58_000.jpg		N-35-35-28.57 E-139-34-49.38
43	2019-02-05_02-15-00_000.jpg		N-35-35-28.57 E-139-34-49.38
44	2019-02-05_02-15-03_000.jpg		N-35-35-28.57 E-139-34-49.38
45	2019-02-05_02-15-05_000.jpg		N-35-35-28.57 E-139-34-49.38
46	2019-02-05_02-15-08_000.jpg		N-35-35-28.57 E-139-34-49.38
47	2019-02-05_02-15-17_000.jpg		N-35-35-28.57 E-139-34-49.38
48	2019-02-05_02-15-30_000.jpg		N-35-35-28.57 E-139-34-49.38
49	2019-02-05_02-15-30_001.jpg		N-35-35-28.57 E-139-34-49.38
50	2019-02-05_02-15-42_000.jpg		N-35-35-28.53 E-139-34-49.27
51	2019-02-05_07-44-12_000.jpg		N-35-35-28.61 E-139-34-49.49
